,Filename,Count,MP_ID,nElements,EboveHull,Material,FormationEnergy,Predicted_CT
67348,67350_Mg2Co4O10.poscar,67351,mp-1384826,3,0.199686925,MgCo2O5,-1.416997665,3.8132463
67365,67367_K1Rb1Mg30O31.poscar,67368,mp-1040362,4,0.136851162,KRbMg30O31,-2.829082161,27.38079
67366,67368_Sr1Mg3.poscar,67369,mp-1094302,2,0.165085215,SrMg3,0.087224438,6.010556
67386,67388_Ba2Nd1Mg1Sb1O6.poscar,67389,mp-2239904,5,0.15691023,Ba2NdMgSbO6,-2.808870473,32.385815
67388,67390_Cs1Mg30B1O31.poscar,67391,mp-1039931,4,0.171407795,CsMg30BO31,-2.820550033,33.98312
67390,67392_Mg14Cu1Sb1.poscar,67393,mp-1026892,3,0.087127946,Mg14CuSb,-0.019863784,4.982378
67411,67413_Mg1Mn1Sb4O12.poscar,67414,mp-2228376,4,0.125730055,MgMn(SbO3)4,-1.978310791,13.473046
67421,67423_K4Mg1Zn4H16Br12O8.poscar,67424,mp-1234710,6,0.0775614,K4MgZn4H16(Br3O2)4,-1.38800435,23.316185
67437,67439_La1Mg6Al1.poscar,67440,mp-1023325,3,0.12505686,LaMg6Al,-0.015466987,5.7079577
67460,67462_Sr2Mg1Zn2Sn2P4O16.poscar,67463,mp-1234834,6,0.160547997,Sr2MgZn2Sn2(PO4)4,-2.550458887,14.406541
67465,67467_Mg14Zr1W1.poscar,67468,mp-1027835,3,0.223690711,Mg14ZrW,0.191232086,4.2658453
67466,67468_Na8Sr4Mg4P8O32.poscar,67469,mp-1197316,5,0.0,Na2SrMg(PO4)2,-2.969001573,42.275085
67482,67484_Ca1Mg6Mn1O8.poscar,67485,mp-1032915,4,0.068117276,CaMg6MnO8,-2.883226784,25.838036
67483,67485_Mg1Ga5.poscar,67486,mp-1094651,2,0.028445476,MgGa5,-0.044063468,4.0216
67491,67493_Mg1Ni1Sb1.poscar,67494,mp-15778,3,0.0,MgNiSb,-0.470525037,4.4326196
67496,67498_Mg4H48Br8O48.poscar,67499,mp-24006,4,0.0,MgH12(BrO6)2,-1.189336556,43.876087
67516,67518_Mg1Co4Ag4O8.poscar,67519,mp-2229345,4,0.247737207,MgCo4(AgO2)4,-0.991157347,3.1410534
67525,67527_Mg1Zn2Co2O6.poscar,67528,mp-2240001,4,0.220947318,MgZn2(CoO3)2,-1.606290659,14.719391
67531,67533_Mg1Pd3.poscar,67534,mp-7753,2,0.00994692,MgPd3,-0.486218345,5.105499
67539,67541_Mg3Ti3.poscar,67542,mp-1094348,2,0.129930356,MgTi,0.119672488,4.8402886
67546,67548_Mg6Mo4O14.poscar,67549,mp-1368730,3,0.124985517,Mg3Mo2O7,-2.413236324,23.237318
67556,67558_Mg4Ir2W2O12.poscar,67559,mp-1344771,4,0.186911729,Mg2IrWO6,-2.154084185,17.533083
67575,67577_Mg1Sb3O7F1.poscar,67578,mp-2218165,4,0.204782922,MgSb3O7F,-2.028616738,2.7323678
67590,67592_Mg2Au4.poscar,67593,mp-1185854,2,0.022812795,MgAu2,-0.451457448,3.7556176
67596,67598_Mg1Co2Ag2O6.poscar,67599,mp-2224784,4,0.263384716,MgCo2(AgO3)2,-1.074481359,4.1670833
67598,67600_Ba2Mg1Mo4P8O28.poscar,67601,mp-1233692,5,0.08789843,Ba2MgMo4(P2O7)4,-2.627446867,5.4330816
67607,67609_Mg30Ti1Si1O32.poscar,67610,mp-1098351,4,0.102940863,Mg30TiSiO32,-2.936575931,10.6634
67615,67617_Mg30Bi1C1O32.poscar,67618,mp-1038437,4,0.180421202,Mg30BiCO32,-2.778654028,5.5665407
67642,67644_Mg14Mn1Nb1O16.poscar,67645,mp-1036050,4,0.12102728,Mg14MnNbO16,-2.831004858,10.143772
67645,67647_Mg30Co1Sn1O32.poscar,67648,mp-1037258,4,0.077931184,Mg30CoSnO32,-2.886642395,14.78534
67650,67652_Mg12Al2W2.poscar,67653,mp-1023289,3,0.293418987,Mg6AlW,0.24971193,4.9817123
67653,67655_Mg1Tl1Rh2.poscar,67656,mp-864902,3,0.0,MgTlRh2,-0.265374901,2.8660574
67655,67657_Mg1Ti4Cu2S8.poscar,67658,mp-2232213,4,0.088684644,MgTi4(CuS4)2,-1.375153629,9.719581
67656,67658_Mg6Nb1C1.poscar,67659,mp-1016601,3,0.42967481,Mg6NbC,0.297475422,3.6485782
67657,67659_Mg1Fe6Sb10I6O18.poscar,67660,mp-1233080,5,0.11198451,MgFe6Sb10(IO3)6,-1.436512859,12.761038
67659,67661_Sr4Mg2Ge4O14.poscar,67662,mp-972387,4,0.0,Sr2MgGe2O7,-2.814594676,58.61404
67710,67712_Sr2Mg4.poscar,67713,mp-1187198,2,0.0,SrMg2,-0.092412546,5.557014
67719,67721_Mg6Nb1C1O8.poscar,67722,mp-1033383,4,0.637180982,Mg6NbCO8,-2.217777685,2.867024
67723,67725_Mg1Cr4O10.poscar,67726,mp-2227663,3,0.244824702,MgCr4O10,-1.860855612,2.370183
67740,67742_Mg14Ti1Nb1O16.poscar,67743,mp-1034141,4,0.168010837,Mg14TiNbO16,-2.840548233,7.999779
67743,67745_Ba3Mg1V2O8.poscar,67746,mp-2226513,4,0.298173486,Ba3MgV2O8,-2.644150161,37.792023
67745,67747_Mg2Ag4O8.poscar,67748,mp-1047395,3,0.134625472,Mg(AgO2)2,-1.009039128,2.7546182
67751,67753_Eu4Mg2Si4O14.poscar,67754,mp-982662,4,0.0,Eu2MgSi2O7,-3.350334006,29.743263
67757,67759_Mg1Zn2Pt1.poscar,67760,mp-1095741,3,1.676349712,MgZn2Pt,1.206088388,7.793784
67764,67766_Sr4Mg4Co4P8O32.poscar,67767,mp-1046375,5,0.023958924,SrMgCo(PO4)2,-2.842733318,29.134926
67776,67778_Mg1Te4Mo2W2S4.poscar,67779,mp-2219047,5,0.256727693,MgTe4Mo2(WS2)2,-0.657749461,5.8513017
67781,67783_Nd46Mg8Rh14.poscar,67784,mp-568485,3,0.0,Nd23Mg4Rh7,-0.386860882,4.518719
67785,67787_Mg4Si8.poscar,67788,mp-1073528,2,0.186878217,MgSi2,0.122515513,2.2402456
67828,67830_Mg1Ti2P4S12.poscar,67831,mp-2230963,4,0.104534681,MgTi2(PS3)4,-0.909382839,2.1806753
67838,67840_Ce1Mg14Sn1.poscar,67841,mp-1028363,3,0.121103112,CeMg14Sn,0.016165689,5.188103
67845,67847_Mg1Fe1Cu2Sn1S4.poscar,67848,mp-2222817,5,0.272797998,MgFeCu2SnS4,-0.537812,3.1257281
67850,67852_Mg30Mn1Co1O32.poscar,67853,mp-1038287,4,0.020806341,Mg30MnCoO32,-2.944383687,9.881832
67868,67870_Mg14Zn1Bi1.poscar,67871,mp-1027906,3,0.047236992,Mg14ZnBi,-0.020757336,5.0623255
67869,67871_La1Mg14W1.poscar,67872,mp-1026777,3,0.192470937,LaMg14W,0.15272813,3.7871842
67874,67876_Mg30Zn1Cu1O32.poscar,67877,mp-1037204,4,0.015096483,Mg30ZnCuO32,-2.933533996,13.403621
67879,67881_Mg2H24Cl4O24.poscar,67882,mp-1202344,4,0.007138242,MgH12(ClO6)2,-1.206411985,35.03547
67885,67887_Ce1Mg5.poscar,67888,mp-1038949,2,0.069256505,CeMg5,0.050370566,6.406947
67908,67910_Na1Mg14Ni1.poscar,67911,mp-1028368,3,0.107298832,NaMg14Ni,0.056880655,4.305645
67920,67922_Hf1Mg30Si1O32.poscar,67923,mp-1039844,4,0.145260769,HfMg30SiO32,-2.906370414,1.8674612
67933,67935_Mg1Ga1Ir2.poscar,67936,mp-865186,3,0.0,MgGaIr2,-0.465137669,3.7310352
67942,67944_Mg1Cr6O16.poscar,67945,mp-2223528,3,0.04836833,MgCr6O16,-1.878199581,6.1929173
67944,67946_Ba2Mg1Zr1Ti1O6.poscar,67947,mp-2217619,5,0.421808689,Ba2MgZrTiO6,-2.875221561,18.520529
67950,67952_Sm16Mg8S32.poscar,67953,mp-1232090,3,0.0329624,Sm2MgS4,-2.137265875,6.837436
67958,67960_K3Mg20In14.poscar,67961,mp-571068,3,0.009351824,K3(Mg10In7)2,-0.092621717,4.341426
67961,67963_Mg1Co6O7F5.poscar,67964,mp-2231627,4,0.251717488,MgCo6O7F5,-1.645690828,3.440156
67981,67983_Mg6Ti1Co1O8.poscar,67984,mp-1032337,4,0.226099447,Mg6TiCoO8,-2.736978393,7.375458
67983,67985_Ce1Mg14V1.poscar,67986,mp-1028918,3,0.156778389,CeMg14V,0.13690731,5.3460383
67984,67986_Cs1Mg30Cr1O32.poscar,67987,mp-1039633,4,0.118281215,CsMg30CrO32,-2.871717369,40.355217
67993,67995_Mg1Cr4Cu3O12.poscar,67996,mp-1302062,4,0.999476213,MgCr4(CuO4)3,-1.780550472,5.692486
67994,67996_Na9Mg2Nb10Si9P9O72.poscar,67997,mp-2712885,6,0.024062658,Na9Mg2Nb10Si9(PO8)9,-2.946786973,5.1582355
67995,67997_Mg1Cd2Cu4O6.poscar,67998,mp-2218281,4,0.300937412,MgCd2(Cu2O3)2,-1.028138312,3.1373916
67998,68000_Mg1V2Rh2O8.poscar,68001,mp-2224759,4,0.245794072,MgV2(RhO4)2,-1.816599894,6.114265
68001,68003_Mg2Ti1W1O6.poscar,68004,mp-1047190,4,0.124926262,Mg2TiWO6,-2.791501644,11.435667
68011,68013_Ca4Mg1B4C2O18.poscar,68014,mp-1193253,5,0.18486387,Ca4MgB4(CO9)2,-2.469996395,3.6524858
68018,68020_Mg1V2Co2O8.poscar,68021,mp-2227265,4,0.081269487,MgV2(CoO4)2,-2.101751124,5.8277974
68032,68034_Sr4Mg4Ni4H16.poscar,68035,mp-643293,4,0.0,SrMgNiH4,-0.521266167,8.005072
68034,68036_Mg1Sb1Rh1O4.poscar,68037,mp-2226702,4,0.323039659,MgSbRhO4,-1.680273239,5.252607
68035,68037_Ba2Dy1Mg1Nb1O6.poscar,68038,mp-2241222,5,0.434360378,Ba2DyMgNbO6,-2.785329674,17.79203
68043,68045_Li1Mg1.poscar,68046,mp-1094578,2,0.039324015,LiMg,-0.020661717,4.3740935
68056,68058_Na15Ca6Mg6P3S15O72.poscar,68059,mp-2713584,6,0.049350323,Na5Ca2Mg2PS5O24,-2.465939155,35.23445
68061,68063_Mg1Ag1Pd1O2.poscar,68064,mp-2227393,4,0.504089686,MgAgPdO2,-1.033711455,4.7390976
68068,68070_Mg1Mo1W2Se4S2.poscar,68071,mp-2240606,5,0.284898265,MgMoW2(Se2S)2,-0.856220385,8.167625
68069,68071_Sr20Mg4Fe6Mo10O60.poscar,68072,mp-1173601,5,0.002258471,Sr10Mg2Fe3(MoO6)5,-2.66413656,6.0732193
68071,68073_Mg14Al1Cr1O16.poscar,68074,mp-1036586,4,0.098137939,Mg14AlCrO16,-2.912070418,6.4395437
68074,68076_Tm1Mg1Pd2.poscar,68077,mp-1187590,3,0.0,TmMgPd2,-0.847521254,4.4769034
68075,68077_Ho4Mg1S7.poscar,68078,mp-1223962,3,0.020594949,Ho4MgS7,-2.235471319,5.0709863
68076,68078_Ba1Y1Mg1Cu1Bi1O5.poscar,68079,mp-2242083,6,0.304288304,BaYMgCuBiO5,-2.33450473,2.0747607
68092,68094_Mg3W1O4.poscar,68095,mp-1099244,3,0.530189141,Mg3WO4,-2.147890517,5.8919797
68094,68096_Ca7Mg1Co7Cu1O24.poscar,68097,mp-1076132,5,0.179171187,Ca7MgCo7CuO24,-1.832624133,4.722941
68104,68106_Mg1Fe4S6.poscar,68107,mp-2217928,3,0.259699313,Mg(Fe2S3)2,-0.69002095,7.444204
68112,68114_Mg14Cu1B1.poscar,68115,mp-1026874,3,0.223917219,Mg14CuB,0.189430951,4.269674
68121,68123_K1Rb1Mg30O31.poscar,68124,mp-1040328,4,0.142804029,KRbMg30O31,-2.823129295,32.2303
68122,68124_Mg1Te4H4O6F8.poscar,68125,mp-1233804,5,0.099759827,MgTe4H4(O3F4)2,-1.94211912,5.289844
68123,68125_Mg1Ti2O4.poscar,68126,mp-2225552,3,0.321789479,MgTi2O4,-2.916192653,5.8792987
68124,68126_Na12Mg8Ta4P12S6O72.poscar,68127,mp-2713587,6,0.042454724,Na6Mg4Ta2P6(SO12)3,-2.690281351,4.821382
68130,68132_La4Mg1Mn1O8.poscar,68133,mp-2228445,4,0.127282471,La4MgMnO8,-3.360903288,13.085708
68133,68135_Mg1Nb3Si1O10.poscar,68136,mp-2224814,4,0.200608279,MgNb3SiO10,-2.894111507,7.271778
68134,68136_Mg1Mn1V4O12.poscar,68137,mp-2229046,4,0.12788278,MgMnV4O12,-2.311217966,7.987106
68145,68147_Mg1Fe2O2F2.poscar,68148,mp-2225985,4,0.13516082,MgFe2(OF)2,-2.352962458,9.022405
68146,68148_Y4Mg2.poscar,68149,mp-1094522,2,0.127575188,Y2Mg,0.053720082,6.2091074
68149,68151_Mg1Mo1W2S6.poscar,68152,mp-2223878,4,0.205436222,MgMo(WS3)2,-1.009827781,2.2252867
68155,68157_Mg4Ti2Ir2O12.poscar,68158,mp-1342933,4,0.125566035,Mg2TiIrO6,-2.550648581,23.01231
68161,68163_Mg2Te1W1O6.poscar,68164,mp-1047405,4,0.251127,Mg2TeWO6,-2.143490287,4.684394
68167,68169_Mg1W2O6.poscar,68170,mp-2217078,3,0.33045745,Mg(WO3)2,-2.0608549,10.690137
68176,68178_Na2Mg1Mn4O8.poscar,68179,mp-2226426,4,0.107955586,Na2MgMn4O8,-2.068242918,27.482954
68186,68188_Mg14Al1Sn1.poscar,68189,mp-1028255,3,0.028533635,Mg14AlSn,-0.028681826,5.7919054
68193,68195_Mg2Mn2Ge2.poscar,68196,mp-20354,3,0.0,MgMnGe,-0.201495598,4.6023517
68196,68198_Y1Mg14Sn1O16.poscar,68199,mp-1035975,4,0.231668038,YMg14SnO16,-2.802845143,8.536755
68199,68201_Mg1Mn3Cu1O8.poscar,68202,mp-2218865,4,0.098724406,MgMn3CuO8,-1.79779058,3.6376872
68212,68214_Na18Mg6Sc6Si6S12O72.poscar,68215,mp-2712670,6,0.086584468,Na3MgScSi(SO6)2,-2.594987693,21.649567
68230,68232_Na1Mg14Al1.poscar,68233,mp-1028218,3,0.056377103,NaMg14Al,0.030873103,3.9811187
68235,68237_Mg1Cd2Co2O6.poscar,68238,mp-2218080,4,0.167424631,MgCd2(CoO3)2,-1.504836056,8.112423
68237,68239_Cs1Y1Mg14.poscar,68240,mp-1028083,3,0.202713923,CsYMg14,0.163288162,4.3599734
68246,68248_Mg1Ti1Zn2.poscar,68249,mp-1093856,3,1.902481804,MgTiZn2,1.745490777,2.939329
68252,68254_Mg4Cd2.poscar,68255,mp-1039026,2,0.087402362,Mg2Cd,-0.009700505,2.9249663
68254,68256_Na2Mg12Ti2.poscar,68257,mp-1021365,3,0.205807725,NaMg6Ti,0.187857106,4.395191
68267,68269_Hf1Mg6Ni1O8.poscar,68270,mp-1031788,4,0.35024578,HfMg6NiO8,-2.694158051,21.693073
68279,68281_Mg1Fe6O10F2.poscar,68282,mp-2230708,4,0.207917421,MgFe6(O5F)2,-1.745033197,9.279521
68297,68299_Mg2Ni4O8.poscar,68300,mp-1311784,3,0.018046577,Mg(NiO2)2,-1.556704636,43.679325
68306,68308_Mg1Ag14Pb6O18.poscar,68309,mp-1233887,4,0.087452725,MgAg14(PbO3)6,-0.847289265,3.313352
68325,68327_Ba2Y1Mg1Bi1O6.poscar,68328,mp-2217356,5,0.290361142,Ba2YMgBiO6,-2.626333831,7.0824018
68333,68335_Mg14Mn1Co1O16.poscar,68336,mp-1036271,4,0.015151105,Mg14MnCoO16,-2.86118865,12.228042
68337,68339_Rb1Mg14Ga1.poscar,68340,mp-1026622,3,0.174169894,RbMg14Ga,0.126828272,5.8524985
68348,68350_Ba1Mg6Ti1O8.poscar,68351,mp-1031397,4,0.469495695,BaMg6TiO8,-2.568508931,24.130497
68396,68398_Na1Mg16Al12.poscar,68399,mp-976925,3,0.016448496,Na(Mg4Al3)4,-0.009362458,2.7826803
68411,68413_Mg4Nb4Sb2O16.poscar,68414,mp-1048066,4,0.156280146,Mg2Nb2SbO8,-2.698980307,6.0955043
68414,68416_Tm1Lu1Mg2.poscar,68417,mp-865210,3,0.001781018,TmLuMg2,-0.050419769,5.2536607
68421,68423_Hf1Mg6Cr1O8.poscar,68424,mp-1033387,4,0.352269278,HfMg6CrO8,-2.692134553,15.954465
68434,68436_Mg14Zn1Ni1O16.poscar,68437,mp-1035172,4,0.016337347,Mg14ZnNiO16,-2.846824106,55.595726
68436,68438_Mg1Ti1Co2O6.poscar,68439,mp-2222895,4,0.267429478,MgTi(CoO3)2,-2.076664069,4.918984
68446,68448_Mg1Mn3Fe1O8.poscar,68449,mp-2233791,4,0.534644073,MgMn3FeO8,-1.515003814,2.192524
68455,68457_Mg14Si8.poscar,68458,mp-1074887,2,0.266414249,Mg7Si4,0.143539997,3.1324825
68456,68458_Mg1Mn12O14F10.poscar,68459,mp-2220243,4,0.169178574,MgMn12(O7F5)2,-2.234474956,2.9614575
68463,68465_Ca1Mg6B1.poscar,68466,mp-1023215,3,0.379556889,CaMg6B,0.273566521,3.4398131
68478,68480_Mg1Ti1Cu2.poscar,68481,mp-1097145,3,2.231875337,MgTiCu2,2.098624797,3.1639147
68480,68482_Mg1Co3Te1O8.poscar,68483,mp-2218687,4,0.169936678,MgCo3TeO8,-1.505929948,3.1313276
68498,68500_Mg1Cr1Ga1O4.poscar,68501,mp-2239948,4,0.240445345,MgCrGaO4,-2.345585858,7.2810435
68502,68504_K1Mg3O4.poscar,68505,mp-1099257,3,0.469689104,KMg3O4,-2.144861217,27.121498
68508,68510_Li1Mg1Pd2.poscar,68511,mp-977399,3,0.0,LiMgPd2,-0.624471721,3.290946
68509,68511_Na3Mg3Al9S18O72.poscar,68512,mp-2714755,5,0.004778786,NaMgAl3(SO4)6,-2.334107681,45.5878
68513,68515_K1Mg14Cr1.poscar,68516,mp-1026821,3,0.199376658,KMg14Cr,0.182346437,4.890214
68515,68517_Mg14Cd1Sb1.poscar,68518,mp-1026437,3,0.050203752,Mg14CdSb,-0.056615339,4.089767
68522,68524_Mg1V4O10.poscar,68525,mp-2224808,3,0.087461146,MgV4O10,-2.423531585,11.76724
68534,68536_Mg1Te4Mo2W2Se2S2.poscar,68537,mp-2219295,6,0.277235085,MgTe4Mo2W2(SeS)2,-0.59465695,3.2685094
68551,68553_Mg4Si4O12.poscar,68554,mp-603930,3,0.007716611,MgSiO3,-3.228427918,61.32679
68558,68560_Mg1Fe4Cu2O8.poscar,68561,mp-2232631,4,0.296221073,MgFe4(CuO4)2,-1.392704847,14.443252
68562,68564_Mg1Cr4S8.poscar,68565,mp-2219488,3,0.185734838,Mg(CrS2)4,-0.864822359,6.579885
68565,68567_Mg2Mn4O8.poscar,68568,mp-1047292,3,0.020099391,MgMn2O4,-2.321940792,26.878872
68570,68572_Mg1Co6Ag2P6H4O24.poscar,68573,mp-1233847,6,0.15217452,MgCo6Ag2P6(HO6)4,-1.935388843,4.5478053
68571,68573_Mg1Mn6O10F2.poscar,68574,mp-2228820,4,0.144529041,MgMn6(O5F)2,-2.091004739,2.890982
68585,68587_Rb1Mg6Co1O8.poscar,68588,mp-1032333,4,0.386694072,RbMg6CoO8,-2.263002845,29.711666
68595,68597_Y16Mg4Co4.poscar,68598,mp-1207998,3,0.0,Y4MgCo,-0.145227699,6.0824056
68598,68600_Mg5Zn1.poscar,68601,mp-1094450,2,0.081554955,Mg5Zn,0.02356339,3.547254
68600,68602_Mg1Bi1.poscar,68603,mp-1039170,2,0.120005415,MgBi,-0.06049291,12.817121
68603,68605_Na15Mg10Ta2P9S9O72.poscar,68606,mp-2714828,6,0.036345484,Na15Mg10Ta2P9(SO8)9,-2.591342189,4.8235464
68608,68610_Mg1Bi12As1O20.poscar,68611,mp-1234254,4,0.118543822,MgBi12AsO20,-1.608535569,5.6041636
68614,68616_Mg1Co4S8.poscar,68617,mp-2219510,3,0.530619027,Mg(CoS2)4,-0.322434728,3.0609488
68616,68618_Mg8P8O28.poscar,68619,mp-1195826,3,0.0,Mg2P2O7,-2.98658691,55.512768
68618,68620_Mg4Fe4O8.poscar,68621,mp-1046282,3,0.209094514,MgFeO2,-2.059003403,7.008916
68626,68628_Mg14Al1W1.poscar,68629,mp-1028226,3,0.169490506,Mg14AlW,0.134575718,5.2303667
68629,68631_Mg1V1Cu3S4.poscar,68632,mp-2224165,4,0.215189738,MgVCu3S4,-0.760025897,2.031806
68630,68632_Sr4Mg1Fe2S2O6.poscar,68633,mp-2221103,5,0.098611327,Sr4MgFe2(SO3)2,-2.37388866,5.4551086
68632,68634_Mg1Te2Mo2W2Se4S2.poscar,68635,mp-2219265,6,0.276752082,MgTe2Mo2W2(Se2S)2,-0.729501859,12.393054
68643,68645_Mg2Fe1H6.poscar,68646,mp-23804,3,0.0,Mg2FeH6,-0.405285781,6.0677233
68646,68648_Mg4B2Br2N4.poscar,68649,mp-1102794,4,0.028404964,Mg2BBrN2,-1.311784294,7.396974
68663,68665_Mg2Bi4.poscar,68666,mp-1094822,2,0.09394253,MgBi2,-0.026389687,7.914651
68675,68677_Mg1Al4H12O12.poscar,68678,mp-1234533,4,0.07997479,MgAl4(HO)12,-1.995320054,3.8944178
68689,68691_Mg1Ti3Fe2Co1P6O24.poscar,68692,mp-1234624,6,0.151775958,MgTi3Fe2Co(PO4)6,-2.64208056,7.95725
68706,68708_Ba1Mg14Mn1.poscar,68709,mp-1028082,3,0.174683057,BaMg14Mn,0.135510668,5.4832225
68707,68709_Mg2Zn4.poscar,68710,mp-567626,2,0.138037588,MgZn2,0.004939557,4.1926727
68714,68716_Rb1Hf1Mg30O31.poscar,68717,mp-1039650,4,0.134047063,RbHfMg30O31,-2.870292728,5.9513564
68717,68719_Mg1Mn4H2O8.poscar,68720,mp-2232249,4,0.125149012,MgMn4(HO4)2,-1.895774951,8.419513
68724,68726_Cs1Na1Mg14O15.poscar,68727,mp-1034901,4,0.268877377,CsNaMg14O15,-2.616772597,28.082071
68727,68729_Ba2Mg1Nb4O12.poscar,68730,mp-2230428,4,0.106451524,Ba2MgNb4O12,-3.045639591,5.5214086
68728,68730_Mg2Si4.poscar,68731,mp-1100464,2,0.26139575,MgSi2,0.197033047,3.399334
68730,68732_Sr2Mg1Zn2Sn2P4O16.poscar,68733,mp-1234187,6,0.136482327,Sr2MgZn2Sn2(PO4)4,-2.574524557,17.166517
68733,68735_Mg1Mo2S4.poscar,68736,mp-2225337,3,0.275636068,Mg(MoS2)2,-0.976093405,6.3370667
68751,68753_Mg1V6O5F19.poscar,68754,mp-2220694,4,0.029809489,MgV6O5F19,-2.878227732,22.41286
68754,68756_Ba4Mg2Fe4Cu2F28.poscar,68757,mp-1045836,5,0.034455265,Ba2MgFe2CuF14,-3.154009772,6.0974565
68762,68764_Na4Mg1Ti3O8.poscar,68765,mp-2232821,4,0.112703061,Na4MgTi3O8,-2.701309139,12.019294
68767,68769_Mg4Cr2W2O12.poscar,68770,mp-1047222,4,0.04557287,Mg2CrWO6,-2.567622602,12.499629
68776,68778_Mg1Cu4O2F4.poscar,68779,mp-2217616,4,0.129088136,MgCu4(OF2)2,-1.757158307,3.6224313
68783,68785_Na4Mg1Ni2O6.poscar,68786,mp-2224805,4,0.167441409,Na4Mg(NiO3)2,-1.468563191,60.276688
68784,68786_Mg14Ti1Fe1O16.poscar,68787,mp-1035770,4,0.119807936,Mg14TiFeO16,-2.888751133,5.613337
68788,68790_Rb1Li1Mg14O15.poscar,68791,mp-1035407,4,0.217245853,RbLiMg14O15,-2.696338806,34.917084
68799,68801_Mg1Bi4Mo2O12.poscar,68802,mp-2228803,4,0.122966659,MgBi4(MoO6)2,-1.849903344,5.274514
68801,68803_Mg1Fe4H4O8.poscar,68804,mp-2229337,4,0.128124428,MgFe4(HO2)4,-1.541410873,11.703383
68813,68815_Mg1V2Cl4O2.poscar,68816,mp-2228104,4,0.157322183,MgV2(Cl2O)2,-2.061316293,7.7995086
68814,68816_Mg14Cd1Fe1O16.poscar,68817,mp-1035508,4,0.063090004,Mg14CdFeO16,-2.78716421,13.424943
68815,68817_Ce1Mg6Si1.poscar,68818,mp-1099326,3,0.232225342,CeMg6Si,0.046328923,4.80192
68820,68822_Mg1Mo3Se4S2.poscar,68823,mp-2223890,4,0.205416098,MgMo3(Se2S)2,-0.902959929,2.202578
68824,68826_Mg1Zn2Pd1.poscar,68827,mp-1097358,3,1.511266652,MgZn2Pd,1.102606573,2.454819
68836,68838_Sr1Mg6Zr1.poscar,68839,mp-1022494,3,0.109329928,SrMg6Zr,0.061022344,4.381528
68850,68852_Li2Mg8H26Os4.poscar,68853,mp-696057,4,1.65e-05,LiMg4H13Os2,-0.449139913,5.5834684
68855,68857_Mg4V2W2O12.poscar,68858,mp-1377834,4,0.10958075,Mg2VWO6,-2.529076315,6.997283
68865,68867_K1Mg1Sb1P2O8.poscar,68868,mp-2218922,5,0.157109434,KMgSb(PO4)2,-2.501389156,45.628925
68883,68885_Mg149Be1.poscar,68886,mp-1185586,2,0.0,Mg149Be,-0.01841006,5.080486
68888,68890_Ce1Mg2Ag1.poscar,68891,mp-31175,3,0.121262743,CeMg2Ag,-0.013532498,4.510581
68942,68944_Sr2Mg1Cd1W1O6.poscar,68945,mp-2215954,5,0.423971569,Sr2MgCdWO6,-2.293779507,8.4230175
68944,68946_Lu2Mg1Cr2O8.poscar,68947,mp-2219418,4,0.195564872,Lu2MgCr2O8,-2.843678354,4.1530285
68952,68954_Mg4Te6O16.poscar,68955,mp-769077,3,0.0,Mg2Te3O8,-2.059407058,7.0341296
68955,68957_Li2Mg1Ga1.poscar,68958,mp-1096408,3,1.378777453,Li2MgGa,1.141563854,6.0392795
68958,68960_Mg8S2O36.poscar,68961,mp-1198413,3,0.428470986,Mg4SO18,-0.996464573,2.1700995
68970,68972_Mg2Mn2Co2S8.poscar,68973,mp-1247181,4,0.105927834,MgMnCoS4,-0.960044546,3.3876994
68979,68981_Mg1Nb2N2O2.poscar,68982,mp-2226113,4,0.341850403,MgNb2(NO)2,-1.768664957,2.28037
68986,68988_Mg14Ti1Cd1.poscar,68989,mp-1026393,3,0.066948018,Mg14TiCd,0.027265984,5.0133977
68993,68995_Mg4Ni4Ge8O24.poscar,68996,mp-1043243,4,0.00814379,MgNi(GeO3)2,-2.165994739,12.8711
69021,69023_Ba2Lu1Mg1Ru1O6.poscar,69024,mp-2222944,5,0.362691604,Ba2LuMgRuO6,-2.555758465,26.377947
69036,69038_Mg6Co12O24.poscar,69039,mp-1040938,3,0.09696872,Mg(CoO2)2,-1.750670811,11.038828
69039,69041_Mg1Ge4Bi2O12.poscar,69042,mp-2230683,4,0.127106304,MgGe4(BiO6)2,-2.009845238,5.582193
69044,69046_Mg2Ge4.poscar,69047,mp-1185867,2,0.183821997,MgGe2,0.04936659,2.2686472
69045,69047_Ce1Y1Mg2Ni8.poscar,69048,mp-1226870,4,0.0,CeY(MgNi4)2,-0.393996343,5.3778524
69046,69048_Y1Mg14Fe1O16.poscar,69049,mp-1036118,4,0.138344564,YMg14FeO16,-2.890545829,12.900582
69064,69066_Ca4Mg2B4H32C4O36.poscar,69067,mp-707983,6,0.023806257,Ca2MgB2H16(CO9)2,-1.892438974,72.19196
69072,69074_Sr1Ca1Mg14O16.poscar,69075,mp-1036311,4,0.11153022,SrCaMg14O16,-2.95977895,47.79007
69113,69115_Hf4Mg4N8.poscar,69116,mp-1029834,3,0.041083356,HfMgN2,-1.609677951,5.1770096
69119,69121_Mg1Zn1Ni4O8.poscar,69122,mp-2226839,4,0.242242552,MgZn(NiO2)4,-1.160635585,26.658588
69123,69125_Mg2Hg1Bi1.poscar,69126,mp-1096230,3,1.079732212,Mg2HgBi,0.881823384,14.241624
